2019-04-07 15:54:25 968  [main] INFO  com.bootdo.WebApplication - Starting WebApplication on DESKTOP-VV39TFA with PID 13744 (D:\test-workspace\bootdo-parent\web\target\classes started by 15257 in D:\test-workspace\bootdo-parent\web) 
2019-04-07 15:54:25 977  [main] INFO  com.bootdo.WebApplication - The following profiles are active: dev 
2019-04-07 15:54:25 1042 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5b40ceb: startup date [Sun Apr 07 15:54:25 CST 2019]; root of context hierarchy 
2019-04-07 23:20:13 2575 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.bootdo.config.RedisConfig$$EnhancerBySpringCGLIB$$1e2f3489] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2582 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jedisPoolConfig' of type [redis.clients.jedis.JedisPoolConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2609 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConnectionFactory' of type [org.springframework.data.redis.connection.jedis.JedisConnectionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2635 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisTemplate' of type [org.springframework.data.redis.core.RedisTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2639 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisManager' of type [com.bootdo.redis.shiro.RedisManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2643 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheManager' of type [com.bootdo.redis.shiro.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2643 [main] INFO  c.b.redis.shiro.RedisCacheManager - *************get cache, name = authenticationCache ************** 
2019-04-07 23:20:13 2648 [main] INFO  c.b.redis.shiro.RedisCacheManager - *************get cache, name = authorizationCache ************** 
2019-04-07 23:20:13 2654 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionIdCookie' of type [org.apache.shiro.web.servlet.SimpleCookie] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2659 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionDAO' of type [com.bootdo.redis.shiro.RedisSessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2663 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionFactory' of type [com.bootdo.redis.shiro.ShiroSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2673 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sessionManager' of type [com.bootdo.redis.shiro.ShiroSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2676 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'rememberMeCookie' of type [org.apache.shiro.web.servlet.SimpleCookie] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2682 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'rememberMeManager' of type [org.apache.shiro.web.mgt.CookieRememberMeManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2690 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2701 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getMethodInvokingFactoryBean' of type [org.springframework.beans.factory.config.MethodInvokingFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2715 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'advisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:20:13 2980 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http) 
2019-04-07 23:20:13 2990 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"] 
2019-04-07 23:20:13 2999 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat] 
2019-04-07 23:20:13 2999 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31 
2019-04-07 23:20:13 3003 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\jdk8\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;D:\jdk8\jre\bin;D:/jdk8/bin/../jre/bin/server;D:/jdk8/bin/../jre/bin;D:/jdk8/bin/../jre/lib/amd64;D:\jdk8\bin;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;D:\apache-maven-3.6.0\bin;C:\WINDOWS\System32\OpenSSH\;D:\MySQL\MySQL Server 5.5\bin;D:\linux\nodejs\;D:\Git\cmd;C:\Users\15257\AppData\Local\Microsoft\WindowsApps;C:\Users\15257\AppData\Roaming\npm;C:\WINDOWS\System32;;.] 
2019-04-07 23:20:13 3104 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext 
2019-04-07 23:20:13 3104 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2517 ms 
2019-04-07 23:20:14 3303 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet statViewServlet mapped to [/druid/*] 
2019-04-07 23:20:14 3304 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'shiroFilterFactoryBean' to: [/*] 
2019-04-07 23:20:14 3308 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'formAuthenticationFilter' to: [/*] 
2019-04-07 23:20:14 3505 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2019-04-07 23:20:14 3801 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@35e5d0e5: startup date [Sun Apr 07 23:20:11 CST 2019]; root of context hierarchy 
2019-04-07 23:20:14 3860 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/index],methods=[GET]}" onto public java.lang.String com.bootdo.controller.DeptController.index() 
2019-04-07 23:20:14 3862 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/delete/{id}],methods=[GET]}" onto public com.bootdo.vo.ResponseVO com.bootdo.controller.DeptController.delete(java.lang.Long) 
2019-04-07 23:20:14 3862 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/list],methods=[GET]}" onto public com.bootdo.vo.ResponseVO com.bootdo.controller.DeptController.list() 
2019-04-07 23:20:14 3862 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/add],methods=[GET]}" onto public java.lang.String com.bootdo.controller.DeptController.toAdd() 
2019-04-07 23:20:14 3863 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/edit/{id}],methods=[GET]}" onto public java.lang.String com.bootdo.controller.DeptController.toEdit(java.lang.Long,org.springframework.ui.Model) 
2019-04-07 23:20:14 3863 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/saveorupdate],methods=[POST]}" onto public com.bootdo.vo.ResponseVO com.bootdo.controller.DeptController.saveOrUpdate(com.bootdo.validator.SysDeptDOForm) 
2019-04-07 23:20:14 3863 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/dept/detail/{id}],methods=[GET]}" onto public java.lang.String com.bootdo.controller.DeptController.toDetail(java.lang.Long,org.springframework.ui.Model) 
2019-04-07 23:20:14 3863 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/],methods=[GET]}" onto public java.lang.String com.bootdo.controller.HomePageController.mainContent(org.springframework.ui.Model) 
2019-04-07 23:20:14 3864 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public java.lang.String com.bootdo.controller.LoginController.handleError(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest) 
2019-04-07 23:20:14 3865 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login/verify],methods=[POST]}" onto public com.bootdo.vo.ResponseVO com.bootdo.controller.LoginController.ajaxLogin(java.lang.String,java.lang.String,java.lang.String,java.lang.String) 
2019-04-07 23:20:14 3865 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[GET]}" onto public java.lang.String com.bootdo.controller.LoginController.toLogin(org.springframework.ui.Model) 
2019-04-07 23:20:14 3865 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/noAuth],methods=[GET]}" onto public java.lang.String com.bootdo.controller.LoginController.noAuth() 
2019-04-07 23:20:14 3865 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/captcha],methods=[GET]}" onto public void com.bootdo.controller.LoginController.captcha(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException 
2019-04-07 23:20:14 3866 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/user/list],methods=[GET]}" onto public java.lang.String com.bootdo.controller.SysUserController.list(org.springframework.ui.Model) 
2019-04-07 23:20:14 3866 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/user/add],methods=[GET]}" onto public java.lang.String com.bootdo.controller.SysUserController.toAdd() 
2019-04-07 23:20:14 3866 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/user/edit/{id}],methods=[GET]}" onto public java.lang.String com.bootdo.controller.SysUserController.toEdit(java.lang.Long,org.springframework.ui.Model) 
2019-04-07 23:20:14 3913 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2019-04-07 23:20:14 3913 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2019-04-07 23:20:14 3913 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/upload] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
2019-04-07 23:20:14 3933 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in resultExceptionHandler 
2019-04-07 23:20:15 4623 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup 
2019-04-07 23:20:15 4624 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure 
2019-04-07 23:20:15 4629 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource] 
2019-04-07 23:20:15 4638 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"] 
2019-04-07 23:20:15 4645 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read 
2019-04-07 23:20:15 4663 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '' 
2019-04-07 23:20:15 4667 [main] INFO  com.bootdo.WebApplication - Started WebApplication in 4.582 seconds (JVM running for 5.493) 
2019-04-07 23:20:21 11101 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet' 
2019-04-07 23:20:21 11101 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started 
2019-04-07 23:20:21 11128 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 27 ms 
2019-04-07 23:20:21 11146 [http-nio-8080-exec-2] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Enabling session validation scheduler... 
2019-04-07 23:20:21 11199 [http-nio-8080-exec-2] INFO  com.bootdo.config.BDSessionListener - 会话创建： 4d7f60e8-ee01-4f1a-ba19-ca9a09ca9776 
2019-04-07 23:20:30 20238 [http-nio-8080-exec-9] INFO  com.bootdo.redis.shiro.RedisCache - get key [admin] 
2019-04-07 23:20:31 20455 [http-nio-8080-exec-9] INFO  com.bootdo.redis.shiro.RedisCache - put key [admin] 
2019-04-07 23:20:32 21790 [http-nio-8080-exec-1] INFO  com.bootdo.redis.shiro.RedisCache - get key [SysUserDO(id=1, username=admin, nickname=管理员, password=d0af8fa1272ef5a152d9e27763eea293, isAdmin=1, sysDeptId=1, headPic=/upload/picture/20181207/1f7767bff6dd4fe0ac4aa8720c6e5a47.png, sex=0, email=10086@163.com, mobile=10086, remark=超级管理员, createdDate=Thu Aug 09 23:00:03 CST 2018, updatedDate=Sat Dec 08 20:21:38 CST 2018, status=0, sysRoles=null, deptName=null)] 
2019-04-07 23:20:32 21794 [http-nio-8080-exec-1] INFO  com.bootdo.redis.shiro.RedisCache - put key [SysUserDO(id=1, username=admin, nickname=管理员, password=d0af8fa1272ef5a152d9e27763eea293, isAdmin=1, sysDeptId=1, headPic=/upload/picture/20181207/1f7767bff6dd4fe0ac4aa8720c6e5a47.png, sex=0, email=10086@163.com, mobile=10086, remark=超级管理员, createdDate=Thu Aug 09 23:00:03 CST 2018, updatedDate=Sat Dec 08 20:21:38 CST 2018, status=0, sysRoles=null, deptName=null)] 
2019-04-07 23:20:34 23896 [http-nio-8080-exec-4] INFO  com.bootdo.redis.shiro.RedisCache - get key [SysUserDO(id=1, username=admin, nickname=管理员, password=d0af8fa1272ef5a152d9e27763eea293, isAdmin=1, sysDeptId=1, headPic=/upload/picture/20181207/1f7767bff6dd4fe0ac4aa8720c6e5a47.png, sex=0, email=10086@163.com, mobile=10086, remark=超级管理员, createdDate=Thu Aug 09 23:00:03 CST 2018, updatedDate=Sat Dec 08 20:21:38 CST 2018, status=0, sysRoles=null, deptName=null)] 
2019-04-07 23:21:10 59584 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested. 
2019-04-07 23:21:10 59584 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@35e5d0e5: startup date [Sun Apr 07 23:20:11 CST 2019]; root of context hierarchy 
2019-04-07 23:21:10 59710 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown 
2019-04-07 23:21:10 59714 [RMI TCP Connection(2)-127.0.0.1] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans 
2019-04-07 23:21:10 59715 [RMI TCP Connection(2)-127.0.0.1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Disabled session validation scheduler. 
2019-04-07 23:21:10 59717 [RMI TCP Connection(2)-127.0.0.1] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1} closed 
2019-04-07 23:23:41 470  [main] INFO  com.bootdo.WebApplication - Starting WebApplication on DESKTOP-VV39TFA with PID 8148 (D:\test-workspace\bootdo-parent\web\target\classes started by 15257 in D:\test-workspace\bootdo-parent\web) 
2019-04-07 23:23:41 475  [main] INFO  com.bootdo.WebApplication - The following profiles are active: dev 
2019-04-07 23:23:41 513  [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@13c3c1e1: startup date [Sun Apr 07 23:23:41 CST 2019]; root of context hierarchy 
2019-04-07 23:23:42 1092 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode! 
2019-04-07 23:23:42 1437 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$47c2b14c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:42 1504 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:42 1514 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'projectProperties' of type [com.bootdo.config.properties.ProjectProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:42 1516 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfig' of type [com.bootdo.config.ShiroConfig$$EnhancerBySpringCGLIB$$52b0973c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2014 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-org.mybatis.spring.boot.autoconfigure.MybatisProperties' of type [org.mybatis.spring.boot.autoconfigure.MybatisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2017 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration' of type [org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$$EnhancerBySpringCGLIB$$7a97027c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2025 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'druidDBConfig' of type [com.bootdo.config.DruidDBConfig$$EnhancerBySpringCGLIB$$52bc77eb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2281 [main] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1} inited 
2019-04-07 23:23:43 2281 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.alibaba.druid.pool.DruidDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2313 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2321 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceInitializerInvoker] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2425 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2434 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2436 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2437 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserDao' of type [com.sun.proxy.$Proxy72] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2444 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysDeptDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2444 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysDeptDao' of type [com.sun.proxy.$Proxy74] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2446 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysDeptServiceImpl' of type [com.bootdo.service.impl.SysDeptServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2447 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserServiceImpl' of type [com.bootdo.service.impl.SysUserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2451 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2452 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleDao' of type [com.sun.proxy.$Proxy75] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2452 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleServiceImpl' of type [com.bootdo.service.impl.SysRoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2456 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysMenuDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2456 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysMenuDao' of type [com.sun.proxy.$Proxy76] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2457 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysMenuServiceImpl' of type [com.bootdo.service.impl.SysMenuServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2457 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserAuthRealm' of type [com.bootdo.shiro.SysUserAuthRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2466 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.bootdo.config.RedisConfig$$EnhancerBySpringCGLIB$$9d7f1e86] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
2019-04-07 23:23:43 2472 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'jedisPoolConfig' of type [redis.clients.jedis.JedisPoolConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
